A;N-Z;N;Z;Element;O;ME [keV];Error ME [keV];BINDING ENERGY/A [keV];Error BINDING ENERGY/A [keV];ATOMIC MASS [µu];Error ATOMIC MASS [µu];Extrapolated?
192;28;110;82;Pb;    ;-22551.84600;5.72600;7854.64820;0.02980;191975789.59800;6.14700;False
192;26;109;83;Bi;  -a;-13534.53700;30.11200;7803.60840;0.15680;191985470.07700;32.32600;False
192;24;108;84;Po;  -a;-8066.48300;10.63400;7771.05420;0.05540;191991340.27400;11.41600;False
192;22;107;85;At;  -a;2925.74200;27.87300;7709.72830;0.14520;192003140.91200;29.92200;False
193;47;120;73;Ta;   x;-20810.00000;400.00000;7883.00000;2.00000;192977660.00000;429.00000;True
193;45;119;74;W;   x;-26190.00000;200.00000;7907.00000;1.00000;192971884.00000;215.00000;True
193;43;118;75;Re;   x;-30231.64100;39.12300;7923.93780;0.20270;192967545.00000;42.00000;False
193;41;117;76;Os;    ;-33394.40100;2.32000;7936.27160;0.01200;192964149.63700;2.49000;False
193;39;116;77;Ir;    ;-34536.30500;1.32700;7938.13460;0.00690;192962923.75300;1.42500;False
193;37;115;78;Pt;    ;-34479.67700;1.35900;7933.78750;0.00700;192962984.54600;1.45800;False
193;35;114;79;Au;    ;-33404.82900;8.67400;7924.16480;0.04490;192964138.44200;9.31100;False
193;33;113;80;Hg;    ;-31062.16500;15.50500;7907.97300;0.08030;192966653.39500;16.64500;False
193;31;112;81;Tl;   x;-27477.21800;6.70700;7885.34450;0.03480;192970501.99400;7.20000;False
193;29;111;82;Pb;    ;-22229.25500;10.28800;7854.09940;0.05330;192976135.91400;11.04400;False
193;27;110;83;Bi;    ;-15884.56300;7.57600;7817.17180;0.03930;192982947.22000;8.13200;False
193;25;109;84;Po;  -a;-8325.30200;14.53100;7773.95100;0.07530;192991062.42100;15.59900;False
193;23;108;85;At;  -a;-67.32300;21.63200;7727.10990;0.11210;192999927.72500;23.22200;False
193;21;107;86;Rn;  -a;9042.92000;25.11200;7675.85300;0.13010;193009707.97300;26.95800;False
194;48;121;73;Ta;   x;-17130.00000;500.00000;7865.00000;3.00000;193981610.00000;537.00000;True
194;46;120;74;W;   x;-24410.00000;300.00000;7899.00000;2.00000;193973795.00000;322.00000;True
194;44;119;75;Re;   x;-27260.00000;200.00000;7909.00000;1.00000;193970735.00000;215.00000;True
194;42;118;76;Os;   +;-32435.17600;2.40300;7932.02320;0.01240;193965179.40700;2.57900;False
194;40;117;77;Ir;  -n;-32531.77600;1.33200;7928.48850;0.00690;193965075.70300;1.42900;False
194;38;116;78;Pt;    ;-34760.10100;0.49600;7935.94200;0.00260;193962683.49800;0.53200;False
194;36;115;79;Au; +3n;-32211.95000;2.11800;7918.77440;0.01090;193965419.05100;2.27300;False
194;34;114;80;Hg;   x;-32183.95200;2.88800;7914.59740;0.01490;193965449.10800;3.10000;False
194;32;113;81;Tl;   x;-26937.49800;13.97200;7883.52110;0.07200;193971081.40800;15.00000;False
194;30;112;82;Pb;    ;-24207.86600;17.43500;7865.41810;0.08990;193974011.78800;18.71700;False
194;28;111;83;Bi;  +a;-16023.02000;5.25200;7819.19550;0.02710;193982798.58100;5.63800;False
194;26;110;84;Po;  -a;-11004.61700;12.91100;7789.29470;0.06660;193988186.05800;13.86000;False
194;24;109;85;At;  -a;-716.49000;23.50200;7732.23040;0.12110;193999230.81600;25.23000;False
194;22;108;86;Rn;  -a;5724.62400;16.65900;7694.99610;0.08590;194006145.63600;17.88400;False
195;47;121;74;W;   x;-20740.00000;300.00000;7881.00000;2.00000;194977735.00000;322.00000;True
195;45;120;75;Re;   x;-25560.00000;300.00000;7901.00000;2.00000;194972560.00000;322.00000;True
195;43;119;76;Os;   x;-29511.59600;55.89000;7917.74490;0.28660;194968318.00000;60.00000;False
195;41;118;77;Ir;  -n;-31692.31800;1.33300;7924.91600;0.00680;194965976.89800;1.43100;False
195;39;117;78;Pt;    ;-32793.87800;0.50300;7926.55300;0.00260;194964794.32500;0.54000;False
195;37;116;79;Au;    ;-32567.06100;1.11900;7921.37780;0.00570;194965037.82300;1.20100;False
195;35;115;80;Hg;    ;-31013.34200;23.14200;7909.39800;0.11870;194966705.80900;24.84300;False
195;33;114;81;Tl;    ;-28155.29200;11.12600;7890.72930;0.05710;194969774.05200;11.94400;False
195;31;113;82;Pb;    ;-23738.03900;5.08800;7864.06470;0.02610;194974516.16700;5.46100;False
195;29;112;83;Bi;    ;-18025.56700;5.28700;7830.75790;0.02710;194980648.75900;5.67500;False
195;27;111;84;Po;    ;-11116.65500;6.04200;7791.31550;0.03100;194988065.78100;6.48600;False
195;25;110;85;At;  -a;-3470.29900;9.57300;7748.09140;0.04910;194996274.48000;10.27600;False
195;23;109;86;Rn;  -a;5050.28500;51.68600;7700.38410;0.26510;195005421.70300;55.48700;False
196;48;122;74;W;   x;-18740.00000;400.00000;7872.00000;2.00000;195979882.00000;429.00000;True
196;46;121;75;Re;   x;-22360.00000;300.00000;7886.00000;2.00000;195975996.00000;322.00000;True
196;44;120;76;Os; +pp;-28277.12300;40.05500;7912.23010;0.20440;195969643.26100;43.00000;False
196;42;119;77;Ir;   +;-29435.52200;38.41400;7914.14870;0.19600;195968399.66900;41.23900;False
196;40;118;78;Pt;    ;-32644.53800;0.51000;7926.52970;0.00260;195964954.64800;0.54700;False
196;38;117;79;Au;    ;-31138.71800;2.96200;7914.85530;0.01510;195966571.21300;3.17900;False
196;36;116;80;Hg;    ;-31825.94400;2.94600;7914.37000;0.01500;195965833.44500;3.16300;False
196;34;115;81;Tl;   x;-27496.59800;12.10900;7888.29000;0.06180;195970481.18900;13.00000;False
196;32;114;82;Pb;    ;-25348.23400;7.71000;7873.33740;0.03930;195972787.55200;8.27700;False
196;30;113;83;Bi;   x;-18009.03200;24.42800;7831.90090;0.12460;195980666.50900;26.22400;False
196;28;112;84;Po;    ;-13468.73100;5.38300;7804.74450;0.02750;195985540.72200;5.77800;False
196;26;111;85;At;  -a;-3913.17500;30.23500;7752.00010;0.15430;195995799.03400;32.45800;False
196;24;110;86;Rn;  -a;1975.16900;14.05400;7717.96600;0.07170;196002120.43100;15.08700;False
197;49;123;74;W;   x;-14870.00000;400.00000;7853.00000;2.00000;196984036.00000;429.00000;True
197;47;122;75;Re;   x;-20350.00000;300.00000;7877.00000;2.00000;196978153.00000;322.00000;True
197;45;121;76;Os;   x;-25080.00000;200.00000;7897.00000;1.00000;196973076.00000;215.00000;True
197;43;120;77;Ir;  +p;-28264.12300;20.11000;7909.00030;0.10210;196969657.21700;21.58800;False
197;41;119;78;Pt;    ;-30419.77500;0.53600;7915.97140;0.00270;196967343.03000;0.57500;False
197;39;118;79;Au;    ;-31139.75100;0.54200;7915.65480;0.00280;196966570.10300;0.58100;False
197;37;117;80;Hg;    ;-30540.23100;3.20700;7908.64020;0.01630;196967213.71500;3.44200;False
197;35;116;81;Tl;  +a;-28354.22200;13.57500;7893.57250;0.06890;196969560.49200;14.57300;False
197;33;115;82;Pb;    ;-24745.38500;4.80400;7871.28220;0.02440;196973434.73700;5.15700;False
197;31;114;83;Bi;  +a;-19687.19600;8.33300;7841.63480;0.04230;196978864.92700;8.94600;False
197;29;113;84;Po;    ;-13393.07800;9.86100;7805.71360;0.05010;196985621.93900;10.58500;False
197;27;112;85;At;    ;-6355.25500;7.98300;7766.01740;0.04050;196993177.35300;8.57000;False
197;25;111;86;Rn;  -a;1510.36800;16.19300;7722.11900;0.08220;197001621.44600;17.38300;False
197;23;110;87;Fr;  -a;10253.96800;56.43400;7673.76400;0.28650;197011008.08600;60.58400;False
198;48;123;75;Re;   x;-16990.00000;400.00000;7861.00000;2.00000;197981760.00000;429.00000;True
198;46;122;76;Os;   x;-23600.00000;200.00000;7890.00000;1.00000;197974664.00000;215.00000;True
198;44;121;77;Ir;   x;-25710.00000;200.00000;7897.00000;1.00000;197972399.00000;215.00000;True
198;42;120;78;Pt;    ;-29904.01800;2.10000;7914.15120;0.01060;197967896.71800;2.25400;False
198;40;119;79;Au;    ;-29580.79300;0.54000;7908.56750;0.00270;197968243.71400;0.57900;False
198;38;118;80;Hg;    ;-30954.31500;0.45800;7911.55320;0.00230;197966769.17700;0.49100;False
198;36;117;81;Tl;   x;-27528.75300;7.54500;7890.30110;0.03810;197970446.66900;8.10000;False
198;34;116;82;Pb;    ;-26067.44300;8.75000;7878.96950;0.04420;197972015.45000;9.39300;False
198;32;115;83;Bi;    ;-19373.85100;27.57100;7841.21230;0.13920;197979201.31600;29.59800;False
198;30;114;84;Po;    ;-15473.27800;17.42400;7817.56110;0.08800;197983388.75300;18.70500;False
198;28;113;85;At;    ;-6708.74700;4.90400;7769.34460;0.02480;197992797.86400;5.26500;False
198;26;112;86;Rn;  -a;-1230.32000;13.42000;7737.72450;0.06780;197998679.19700;14.40600;False
198;24;111;87;Fr;  -a;9577.69800;31.13000;7679.18730;0.15720;198010282.08100;33.41900;False
199;49;124;75;Re;   x;-14730.00000;400.00000;7850.00000;2.00000;198984187.00000;429.00000;True
199;47;123;76;Os;   x;-20270.00000;200.00000;7874.00000;1.00000;198978239.00000;215.00000;True
199;45;122;77;Ir;p-2n;-24398.53400;41.05400;7891.20660;0.20630;198973807.09700;44.07300;False
199;43;121;78;Pt;  -n;-27388.70000;2.15900;7902.30110;0.01090;198970597.02200;2.31700;False
199;41;120;79;Au;    ;-29093.75200;0.54200;7906.93790;0.00270;198968766.57300;0.58100;False
199;39;119;80;Hg;    ;-29546.06600;0.52600;7905.27940;0.00270;198968280.99400;0.56400;False
199;37;118;81;Tl;   x;-28059.39700;27.94500;7893.87730;0.14040;198969877.00000;30.00000;False
199;35;117;82;Pb;  +a;-25231.73400;6.82100;7875.73660;0.03430;198972912.62000;7.32200;False
199;33;116;83;Bi;    ;-20797.61600;10.61500;7849.52320;0.05330;198977672.84100;11.39500;False
199;31;115;84;Po;  -a;-15238.82900;5.42900;7817.65820;0.02730;198983640.44500;5.82800;False
199;29;114;85;At;    ;-8823.37700;5.38400;7781.48830;0.02710;198990527.71500;5.78000;False
199;27;113;86;Rn;  -a;-1559.84600;7.29700;7741.05680;0.03670;198998325.43600;7.83300;False
199;25;112;87;Fr;  -a;6771.38800;13.72600;7695.25990;0.06900;199007269.38400;14.73400;False
200;48;124;76;Os;   x;-18550.00000;300.00000;7867.00000;1.00000;199980086.00000;322.00000;True
200;46;123;77;Ir;   x;-21570.00000;196.00000;7878.00000;1.00000;199976844.00000;210.00000;True
200;44;122;78;Pt; -nn;-26599.17800;20.11000;7899.19860;0.10060;199971444.60900;21.58800;False
200;42;121;79;Au;    ;-27240.09400;26.71700;7898.49150;0.13360;199970756.55800;28.68100;False
200;40;120;80;Hg;    ;-29503.26700;0.53000;7905.89560;0.00270;199968326.94100;0.56800;False
200;38;119;81;Tl;   -;-27047.22700;5.75900;7889.70370;0.02880;199970963.60800;6.18200;False
200;36;118;82;Pb;    ;-26250.85800;10.00800;7881.81010;0.05000;199971818.54600;10.74400;False
200;34;117;83;Bi;  +a;-20370.57400;22.70100;7848.49690;0.11350;199978131.29000;24.37000;False
200;32;116;84;Po;    ;-16941.68300;7.57900;7827.44070;0.03790;199981812.35500;8.13600;False
200;30;115;85;At;  -a;-8987.89400;24.46500;7783.76010;0.12230;199990351.09900;26.26400;False
200;28;114;86;Rn;  -a;-4000.45400;5.79200;7754.91110;0.02900;199995705.33500;6.21700;False
200;26;113;87;Fr;  -a;6133.57800;30.52400;7700.32920;0.15260;200006584.66600;32.76900;False
201;49;125;76;Os;   x;-14840.00000;300.00000;7849.00000;1.00000;200984069.00000;322.00000;True
201;47;124;77;Ir;   x;-19840.00000;200.00000;7870.00000;1.00000;200978701.00000;215.00000;True
201;45;123;78;Pt;   +;-23740.70500;50.10300;7885.83370;0.24930;200974513.30500;53.78800;False
201;43;122;79;Au;    ;-26400.70500;3.21800;7895.17520;0.01600;200971657.67800;3.45500;False
201;41;121;80;Hg;    ;-27662.52900;0.71200;7897.56070;0.00360;200970303.05400;0.76300;False
201;39;120;81;Tl;    ;-27180.77800;14.18500;7891.27170;0.07060;200970820.23500;15.22800;False
201;37;119;82;Pb;    ;-25271.03300;13.74700;7877.87820;0.06840;200972870.43100;14.75800;False
201;35;118;83;Bi;  +a;-21429.00600;12.17700;7854.87130;0.06060;200976995.01700;13.07200;False
201;33;117;84;Po;    ;-16521.16600;4.94200;7826.56190;0.02460;200982263.79900;5.30500;False
201;31;116;85;At;  +a;-10789.44100;8.18400;7794.15360;0.04070;200988417.05800;8.78600;False
201;29;115;86;Rn;  -a;-4107.41300;10.12100;7757.01740;0.05040;200995590.51100;10.86500;False
201;27;114;87;Fr;  -a;3588.57300;9.08000;7714.83670;0.04520;201003852.49100;9.74700;False
201;25;113;88;Ra;  -a;11936.81700;20.30100;7669.41080;0.10100;201012814.69900;21.79400;False
202;50;126;76;Os;   x;-12530.00000;400.00000;7839.00000;2.00000;201986548.00000;429.00000;True
202;48;125;77;Ir;   x;-16640.00000;300.00000;7855.00000;1.00000;201982136.00000;322.00000;True
202;46;124;78;Pt;   x;-22692.12800;25.15000;7881.56090;0.12450;201975639.00000;27.00000;False
202;44;123;79;Au;   x;-24352.98200;23.28700;7885.91000;0.11530;201973856.00000;25.00000;False
202;42;122;80;Hg;    ;-27345.31000;0.70500;7896.85050;0.00350;201970643.60400;0.75700;False
202;40;121;81;Tl;    ;-25980.41900;1.83800;7886.22060;0.00910;201972108.87400;1.97200;False
202;38;120;82;Pb;    ;-25940.60800;3.79600;7882.15050;0.01880;201972151.61300;4.07500;False
202;36;119;83;Bi;    ;-20750.85400;14.00200;7852.58570;0.06930;201977723.04200;15.03200;False
202;34;118;84;Po;    ;-17941.56900;8.67000;7834.80530;0.04290;201980738.93400;9.30700;False
202;32;117;85;At;    ;-10595.10600;27.60100;7794.56370;0.13660;201988625.68600;29.63100;False
202;30;116;86;Rn;  -a;-6274.56100;17.52000;7769.30180;0.08670;201993263.98200;18.80800;False
202;28;115;87;Fr;  -a;3101.53800;6.03300;7719.01250;0.02990;202003329.63700;6.47600;False
202;26;114;88;Ra;  -a;9074.90000;15.01800;7685.56840;0.07430;202009742.30500;16.12200;False
203;51;127;76;Os;   x;-7270.00000;400.00000;7814.00000;2.00000;202992195.00000;429.00000;True
203;49;126;77;Ir;   x;-14370.00000;400.00000;7845.00000;2.00000;202984573.00000;429.00000;True
203;47;125;78;Pt;   x;-19510.00000;200.00000;7867.00000;1.00000;202979055.00000;215.00000;True
203;45;124;79;Au;    ;-23143.44400;3.08300;7880.86500;0.01520;202975154.49200;3.30900;False
203;43;123;80;Hg;    ;-25269.20300;1.63000;7887.48280;0.00800;202972872.39600;1.75000;False
203;41;122;81;Tl;    ;-25761.30900;1.17100;7886.05300;0.00580;202972344.09800;1.25700;False
203;39;121;82;Pb;    ;-24786.48300;6.55400;7877.39700;0.03230;202973390.61700;7.03600;False
203;37;120;83;Bi;  +a;-21524.89300;12.77800;7857.47620;0.06290;202976892.07700;13.71700;False
203;35;119;84;Po;    ;-17310.81900;4.64000;7832.86320;0.02290;202981416.07200;4.98100;False
203;33;118;85;At;    ;-12162.60700;10.62300;7803.64870;0.05230;202986942.90400;11.40400;False
203;31;117;86;Rn;  -a;-6184.04500;5.81500;7770.34370;0.02860;202993361.15500;6.24200;False
203;29;116;87;Fr;    ;876.41200;6.23200;7731.70920;0.03070;203000940.86700;6.68900;False
203;27;115;88;Ra;  -a;8601.33100;9.68800;7689.80150;0.04770;203009233.90700;10.40000;False
204;50;127;77;Ir;   x;-9570.00000;400.00000;7823.00000;2.00000;203989726.00000;429.00000;True
204;48;126;78;Pt;   x;-17620.00000;200.00000;7859.00000;1.00000;203981084.00000;215.00000;True
204;46;125;79;Au;   +;-20390.00000;200.00000;7868.00000;1.00000;203978110.00000;215.00000;True
204;44;124;80;Hg;    ;-24690.14800;0.49800;7885.54550;0.00250;203973494.03700;0.53400;False
204;42;123;81;Tl;    ;-24346.07000;1.15400;7880.02380;0.00570;203973863.42000;1.23800;False
204;40;122;82;Pb;    ;-25109.81500;1.14700;7879.93260;0.00560;203973043.50600;1.23100;False
204;38;121;83;Bi;  +a;-20645.92700;9.18000;7854.21570;0.04500;203977835.68700;9.85400;False
204;36;120;84;Po;    ;-18341.04500;10.07100;7839.08230;0.04940;203980310.07800;10.81100;False
204;34;119;85;At;    ;-11875.25200;22.66800;7803.55220;0.11110;203987251.39300;24.33500;False
204;32;118;86;Rn;    ;-7970.11500;7.44400;7780.57430;0.03650;203991443.72900;7.99100;False
204;30;117;87;Fr;  -a;607.30800;24.58100;7734.69310;0.12050;204000651.97200;26.38900;False
204;28;116;88;Ra;  -a;6061.09700;8.92400;7704.12380;0.04370;204006506.85500;9.58000;False
205;51;128;77;Ir;   x;-5600.00000;500.00000;7805.00000;2.00000;204993988.00000;537.00000;True
205;49;127;78;Pt;   x;-12820.00000;300.00000;7836.00000;1.00000;204986237.00000;322.00000;True
205;47;126;79;Au;   x;-18570.00000;200.00000;7860.00000;1.00000;204980064.00000;215.00000;True
205;45;125;80;Hg;    ;-22287.71900;3.65500;7874.73250;0.01780;204976073.15100;3.92300;False
205;43;124;81;Tl;    ;-23820.80200;1.23900;7878.39460;0.00600;204974427.31800;1.33000;False
205;41;123;82;Pb;    ;-23770.16200;1.14500;7874.33130;0.00560;204974481.68200;1.22800;False
205;39;122;83;Bi;    ;-21065.56900;4.80800;7857.32180;0.02350;204977385.18200;5.16100;False
205;37;121;84;Po;    ;-17521.39800;10.05900;7836.21680;0.04910;204981190.00600;10.79800;False
205;35;120;85;At;  +a;-12984.51900;12.05500;7810.26940;0.05880;204986060.54600;12.94100;False
205;33;119;86;Rn;    ;-7709.76400;5.08000;7780.72260;0.02480;204991723.22800;5.45300;False
205;31;118;87;Fr;   x;-1309.81600;7.82400;7745.68700;0.03820;204998593.85400;8.39900;False
205;29;117;88;Ra;  -a;5803.85300;22.77200;7707.16980;0.11110;205006230.69200;24.44600;False
205;27;116;89;Ac;  -a;14106.68900;59.32000;7662.85190;0.28940;205015144.15200;63.68200;False
206;50;128;78;Pt;   x;-9240.00000;300.00000;7820.00000;1.00000;205990080.00000;322.00000;True
206;48;127;79;Au;   x;-14190.00000;300.00000;7840.00000;1.00000;205984766.00000;322.00000;True
206;46;126;80;Hg;  +a;-20945.72800;20.44100;7869.17230;0.09920;205977513.83700;21.94300;False
206;44;125;81;Tl;    ;-22253.29300;1.28600;7871.72190;0.00620;205976110.10800;1.38000;False
206;42;124;82;Pb;    ;-23785.50600;1.14400;7875.36200;0.00560;205974465.21000;1.22800;False
206;40;123;83;Bi;   -;-20028.20100;7.63200;7853.32490;0.03710;205978498.84300;8.19300;False
206;38;122;84;Po;  -a;-18188.66800;4.01200;7840.59730;0.01950;205980473.66200;4.30600;False
206;36;121;85;At;    ;-12439.38800;13.52900;7808.89040;0.06570;205986645.76800;14.52300;False
206;34;120;86;Rn;    ;-9132.91800;8.59100;7789.04170;0.04170;205990195.40900;9.22300;False
206;32;119;87;Fr;    ;-1246.85900;27.81100;7746.96210;0.13500;205998661.44100;29.85600;False
206;30;118;88;Ra;  -a;3565.61300;18.00800;7719.80280;0.08740;206003827.84200;19.33200;False
206;28;117;89;Ac;  -a;13484.75400;65.08800;7667.85380;0.31600;206014476.47700;69.87400;False
207;51;129;78;Pt;   x;-4140.00000;400.00000;7797.00000;2.00000;206995556.00000;429.00000;True
207;49;128;79;Au;   x;-10640.00000;300.00000;7824.00000;1.00000;206988577.00000;322.00000;True
207;47;127;80;Hg;   x;-16487.44600;29.80800;7848.61120;0.14400;206982300.00000;32.00000;False
207;45;126;81;Tl;    ;-21034.43600;5.43900;7866.79790;0.02630;206977418.60500;5.83900;False
207;43;125;82;Pb;    ;-22451.96800;1.14700;7869.86640;0.00550;206975896.82100;1.23100;False
207;41;124;83;Bi;    ;-20054.55400;2.39700;7854.50530;0.01160;206978470.55100;2.57300;False
207;39;123;84;Po;    ;-17145.70000;6.65900;7836.67340;0.03220;206981593.33400;7.14800;False
207;37;122;85;At;  +a;-13227.48200;12.40600;7813.96530;0.05990;206985799.71500;13.31800;False
207;35;121;86;Rn;    ;-8634.74200;4.74200;7787.99870;0.02290;206990730.22400;5.09000;False
207;33;120;87;Fr;    ;-2849.02100;17.55700;7756.26890;0.08480;206996941.45000;18.84700;False
207;31;119;88;Ra;  -a;3513.98800;58.28600;7721.75030;0.28160;207003772.42000;62.57200;False
207;29;118;89;Ac;  -a;11146.22800;56.24800;7681.10010;0.27170;207011965.96700;60.38400;False
208;52;130;78;Pt;   x;-500.00000;400.00000;7780.00000;2.00000;207999463.00000;429.00000;True
208;50;129;79;Au;   x;-5910.00000;300.00000;7803.00000;1.00000;207993655.00000;322.00000;True
208;48;128;80;Hg;   x;-13265.40800;30.73900;7834.19140;0.14780;207985759.00000;33.00000;False
208;46;127;81;Tl;  +a;-16750.12100;1.85400;7847.18350;0.00890;207982018.00600;1.98900;False
208;44;126;82;Pb;    ;-21748.51900;1.14800;7867.45300;0.00550;207976652.00500;1.23200;False
208;42;125;83;Bi;  +n;-18870.15100;2.30500;7849.85340;0.01110;207979742.06000;2.47400;False
208;40;124;84;Po;    ;-17469.20700;1.67200;7839.35680;0.00800;207981246.03500;1.79500;False
208;38;123;85;At;  +a;-12469.90100;8.92100;7811.56040;0.04290;207986613.01100;9.57700;False
208;36;122;86;Rn;    ;-9655.38900;10.16300;7794.26780;0.04890;207989634.51300;10.91000;False
208;34;121;87;Fr;    ;-2664.92800;11.65700;7756.89850;0.05600;207997139.08200;12.51400;False
208;32;120;88;Ra;  -a;1727.93400;9.02300;7732.01770;0.04340;208001855.01200;9.68600;False
208;30;119;89;Ac;  -a;10760.85400;64.48300;7684.82890;0.31000;208011552.25100;69.22500;False
208;28;118;90;Th;  -a;16688.04100;31.86500;7652.57160;0.15320;208017915.34800;34.20800;False
209;51;130;79;Au;   x;-2230.00000;400.00000;7786.00000;2.00000;208997606.00000;429.00000;True
209;49;129;80;Hg;   x;-8610.00000;150.00000;7813.00000;1.00000;208990757.00000;161.00000;True
209;47;128;81;Tl;  +a;-13644.79300;6.11000;7833.39790;0.02920;208985351.71300;6.55900;False
209;45;127;82;Pb;    ;-17614.57400;1.74700;7848.64880;0.00840;208981089.97800;1.87500;False
209;43;126;83;Bi;    ;-18258.58900;1.36500;7847.98690;0.00650;208980398.59900;1.46500;False
209;41;125;84;Po;  -a;-16366.01500;1.77800;7835.18820;0.00850;208982430.36100;1.90900;False
209;39;124;85;At;    ;-12883.77300;4.74500;7814.78350;0.02270;208986168.70100;5.09400;False
209;37;123;86;Rn;    ;-8941.04900;9.96000;7792.17550;0.04770;208990401.38900;10.69200;False
209;35;122;87;Fr;    ;-3782.14400;11.50300;7763.74850;0.05500;208995939.70100;12.34900;False
209;33;121;88;Ra;  -a;1858.24000;5.74700;7733.01770;0.02750;209001994.90200;6.16900;False
209;31;120;89;Ac;  -a;8844.88700;55.84600;7695.84550;0.26720;209009495.37500;59.95300;False
209;29;119;90;Th;  IT;16395.00000;103.00000;7656.00000;0.00000;209017601.00000;111.00000;True
210;52;131;79;Au;   x;2680.00000;400.00000;7764.00000;2.00000;210002877.00000;429.00000;True
210;50;130;80;Hg;   x;-5300.00000;200.00000;7799.00000;1.00000;209994310.00000;215.00000;True
210;48;129;81;Tl;  +a;-9246.99600;11.60300;7813.58900;0.05530;209990072.94200;12.45600;False
210;46;128;82;Pb;    ;-14728.42900;1.44800;7835.96560;0.00690;209984188.38100;1.55400;False
210;44;127;83;Bi;    ;-14791.90500;1.36400;7832.54240;0.00650;209984120.23700;1.46300;False
210;42;126;84;Po;    ;-15953.06000;1.14600;7834.34620;0.00550;209982873.68600;1.23000;False
210;40;125;85;At;  -a;-11972.09900;7.69500;7811.66380;0.03660;209987147.42300;8.26100;False
210;38;124;86;Rn;  -a;-9604.76400;4.55700;7796.66530;0.02170;209989688.86200;4.89200;False
210;36;123;87;Fr;    ;-3343.50800;13.42000;7763.12430;0.06390;209996410.59600;14.40700;False
210;34;122;88;Ra;  -a;442.83900;9.19300;7741.36870;0.04380;210000475.40600;9.86800;False
210;32;121;89;Ac;    ;8764.07900;62.20800;7698.01820;0.29620;210009408.62500;66.78200;False
210;30;120;90;Th;  -a;14059.52100;18.90900;7669.07640;0.09000;210015093.51500;20.29900;False
211;51;131;80;Hg;   x;-390.00000;200.00000;7777.00000;1.00000;210999581.00000;215.00000;True
211;49;130;81;Tl;   x;-6077.99900;41.91700;7799.79150;0.19870;210993475.00000;45.00000;False
211;47;129;82;Pb;    ;-10493.01200;2.26000;7817.00790;0.01070;210988735.28800;2.42600;False
211;45;128;83;Bi;    ;-11859.11600;5.44200;7819.77450;0.02580;210987268.71500;5.84200;False
211;43;127;84;Po;  -a;-12432.49200;1.25500;7818.78420;0.00600;210986653.17100;1.34700;False
211;41;126;85;At;  -a;-11647.19100;2.72900;7811.35450;0.01290;210987496.22600;2.92900;False
211;39;125;86;Rn;  -a;-8755.33000;6.81300;7793.94120;0.03230;210990600.76700;7.31400;False
211;37;124;87;Fr;    ;-4140.31400;11.99100;7768.36130;0.05680;210995555.18900;12.87200;False
211;35;123;88;Ra;    ;831.87000;4.96600;7741.08870;0.02350;211000893.04900;5.33100;False
211;33;122;89;Ac;    ;7143.48500;53.75300;7707.46800;0.25480;211007668.84600;57.70600;False
211;31;121;90;Th;  -a;13876.39600;86.07000;7671.85060;0.40790;211014896.92300;92.39900;False
211;29;120;91;Pa;  -a;22052.22600;69.47200;7629.39480;0.32930;211023674.03600;74.58100;False
212;52;132;80;Hg;   x;3020.00000;300.00000;7762.00000;1.00000;212003242.00000;322.00000;True
212;50;131;81;Tl;  +a;-1551.00000;200.00000;7780.00000;1.00000;211998335.00000;215.00000;True
212;48;130;82;Pb;    ;-7548.92900;1.84000;7804.32030;0.00870;211991895.89100;1.97500;False
212;46;129;83;Bi;    ;-8117.94300;1.85300;7803.31400;0.00870;211991285.03000;1.98900;False
212;44;128;84;Po;    ;-10369.40800;1.15300;7810.24380;0.00540;211988867.98200;1.23700;False
212;42;127;85;At;  -a;-8628.14900;2.38500;7798.34000;0.01130;211990737.30100;2.55900;False
212;40;126;86;Rn;  -a;-8659.21900;3.11000;7794.79630;0.01470;211990703.94600;3.33800;False
212;38;125;87;Fr;    ;-3515.99800;8.77500;7766.84550;0.04140;211996225.42000;9.41900;False
212;36;124;88;Ra;    ;-198.76300;10.25400;7747.50780;0.04840;211999786.61900;11.00700;False
212;34;123;89;Ac;    ;7299.60000;21.88300;7708.44790;0.10320;212007836.44200;23.49200;False
212;32;122;90;Th;  -a;12110.88600;10.10900;7682.06280;0.04770;212013001.57000;10.85200;False
212;30;121;91;Pa;  -a;21596.52300;87.60400;7633.62890;0.41320;212023184.81900;94.04700;False
213;53;133;80;Hg;   x;8200.00000;300.00000;7739.00000;1.00000;213008803.00000;322.00000;True
213;51;132;81;Tl;   x;1783.81100;27.01300;7765.43110;0.12680;213001915.00000;29.00000;False
213;49;131;82;Pb;  +a;-3203.59800;6.95400;7785.17320;0.03260;212996560.79600;7.46500;False
213;47;130;83;Bi;    ;-5231.67100;5.08200;7791.02170;0.02390;212994383.57000;5.45500;False
213;45;129;84;Po;    ;-6653.51900;3.05300;7794.02400;0.01430;212992857.15400;3.27700;False
213;43;128;85;At;  -a;-6579.52200;4.89800;7790.00360;0.02300;212992936.59300;5.25800;False
213;41;127;86;Rn;  -a;-5695.94900;3.37000;7782.18240;0.01580;212993885.14700;3.61800;False
213;39;126;87;Fr;    ;-3554.19900;4.70700;7768.45430;0.02210;212996184.41000;5.05300;False
213;37;125;88;Ra;    ;345.55700;9.81800;7746.47260;0.04610;213000370.97100;10.54000;False
